Fe+16        26        17      10180000.(2P)
  36  16 0.00+00 1.22-03 1.42-03 1.87-03 1.65-03 1.15-03 5.95-04 3.51-04 2.16-04 0.00+00
  37  16 0.00+00 1.26-03 1.74-03 2.43-03 2.25-03 1.72-03 1.08-03 7.40-04 4.98-04 0.00+00
  38  16 0.00+00 5.11-02 3.84-02 2.23-02 1.39-02 8.67-03 5.23-03 4.17-03 3.80-03 0.00+00
  39  16 0.00+00 1.44-02 1.13-02 6.84-03 4.26-03 2.51-03 1.19-03 6.61-04 3.59-04 0.00+00
  40  16 1.61+10 6.31-02 4.74-02 2.81-02 1.84-02 1.29-02 1.04-02 1.12-02 1.37-02 9.15-03
  41  16 0.00+00 1.27-03 1.02-03 5.75-04 3.34-04 1.85-04 8.19-05 4.50-05 2.61-05 0.00+00
  42  16 0.00+00 2.82-03 2.30-03 1.31-03 7.60-04 4.13-04 1.75-04 8.96-05 4.54-05 0.00+00
  43  16 0.00+00 2.11-02 1.63-02 9.67-03 6.01-03 3.57-03 1.72-03 9.59-04 5.25-04 0.00+00
  44  16 0.00+00 2.30-02 1.89-02 1.19-02 7.84-03 5.11-03 3.12-03 2.38-03 1.99-03 0.00+00
  45  16 1.49+08 1.20-02 9.66-03 5.83-03 3.62-03 2.15-03 1.06-03 6.36-04 4.20-04 8.20-05
  46  16 0.00+00 1.93-02 1.53-02 9.07-03 5.57-03 3.26-03 1.52-03 8.33-04 4.47-04 0.00+00
  47  16 0.00+00 5.02-03 3.90-03 2.39-03 1.55-03 9.64-04 4.93-04 2.87-04 1.62-04 0.00+00
  48  16 1.43+08 3.07-03 1.90-03 1.05-03 6.74-04 4.24-04 2.45-04 1.89-04 1.74-04 6.59-05
  49  16 3.98+08 3.18-03 1.82-03 8.84-04 5.26-04 3.27-04 2.16-04 2.07-04 2.42-04 1.80-04
  50  16 0.00+00 3.71-03 2.07-03 9.63-04 5.33-04 2.87-04 1.21-04 6.21-05 3.15-05 0.00+00
  51  16 0.00+00 7.72-02 6.79-02 6.07-02 5.75-02 5.58-02 5.53-02 5.58-02 5.64-02 0.00+00
  52  16 0.00+00 2.17-02 1.56-02 1.00-02 6.94-03 4.61-03 2.55-03 1.58-03 9.50-04 0.00+00
  53  16 0.00+00 9.96-03 8.13-03 6.39-03 5.00-03 3.71-03 2.46-03 1.88-03 1.53-03 0.00+00
  54  16 0.00+00 1.56-02 1.22-02 9.16-03 7.36-03 6.03-03 5.20-03 5.16-03 5.42-03 0.00+00
  55  16 0.00+00 8.97-03 7.18-03 5.47-03 4.16-03 2.94-03 1.69-03 1.04-03 6.09-04 0.00+00
  56  16 0.00+00 5.85-04 3.85-04 2.33-04 1.57-04 1.02-04 5.44-05 3.25-05 1.88-05 0.00+00
  57  16 0.00+00 8.01-03 6.18-03 4.52-03 3.44-03 2.58-03 1.89-03 1.66-03 1.59-03 0.00+00
  58  16 0.00+00 6.49-03 5.38-03 4.26-03 3.27-03 2.29-03 1.28-03 7.74-04 4.45-04 0.00+00
  59  16 0.00+00 3.80-03 3.73-03 3.36-03 2.70-03 1.96-03 1.15-03 7.17-04 4.25-04 0.00+00
  60  16 6.21+11 1.92-01 1.96-01 2.07-01 2.20-01 2.44-01 2.99-01 3.66-01 4.57-01 2.40-01
  61  16 0.00+00 5.59-03 6.43-03 6.43-03 5.37-03 3.97-03 2.32-03 1.43-03 8.35-04 0.00+00
  62  16 0.00+00 5.43-03 6.47-03 6.42-03 5.31-03 3.99-03 2.65-03 2.06-03 1.75-03 0.00+00
  63  16 0.00+00 9.81-03 1.14-02 1.12-02 9.29-03 6.88-03 4.11-03 2.58-03 1.54-03 0.00+00
  64  16 0.00+00 7.68-03 8.77-03 8.97-03 8.19-03 7.29-03 6.60-03 6.45-03 6.48-03 0.00+00
  65  16 0.00+00 5.13-03 5.93-03 5.76-03 4.72-03 3.43-03 1.99-03 1.22-03 7.15-04 0.00+00
  66  16 0.00+00 3.93-03 4.63-03 4.60-03 3.86-03 2.98-03 2.09-03 1.68-03 1.45-03 0.00+00
  67  16 0.00+00 4.18-03 4.94-03 4.86-03 3.95-03 2.83-03 1.59-03 9.56-04 5.46-04 0.00+00
  68  16 0.00+00 1.42-04 1.75-04 1.96-04 1.64-04 1.17-04 7.12-05 5.20-05 4.21-05 0.00+00
  69  16 0.00+00 1.82-04 2.08-04 2.15-04 1.83-04 1.44-04 1.13-04 1.07-04 1.10-04 0.00+00
  70  16 0.00+00 1.25-04 1.51-04 1.55-04 1.20-04 7.82-05 3.79-05 2.06-05 1.09-05 0.00+00
  71  16 0.00+00 3.16-04 3.47-04 3.33-04 2.63-04 1.81-04 9.91-05 5.92-05 3.41-05 0.00+00
  72  16 0.00+00 1.85-04 2.25-04 2.38-04 1.94-04 1.40-04 8.69-05 6.39-05 5.03-05 0.00+00
  73  16 0.00+00 1.50-04 1.81-04 1.84-04 1.40-04 8.96-05 4.29-05 2.32-05 1.22-05 0.00+00
  74  16 0.00+00 1.36-04 1.65-04 1.69-04 1.37-04 1.00-04 6.73-05 5.46-05 4.82-05 0.00+00
  75  16 0.00+00 1.14-04 1.49-04 1.60-04 1.28-04 8.64-05 4.46-05 2.57-05 1.44-05 0.00+00
  76  16 0.00+00 1.17-02 7.48-03 3.78-03 2.26-03 1.41-03 8.77-04 6.98-04 6.19-04 0.00+00
  77  16 0.00+00 4.03-03 2.67-03 1.40-03 8.41-04 5.11-04 2.64-04 1.56-04 8.98-05 0.00+00
  78  16 5.34+09 1.36-02 8.94-03 4.81-03 3.11-03 2.21-03 1.73-03 1.71-03 1.89-03 8.26-04
  79  16 0.00+00 5.17-03 3.47-03 1.86-03 1.16-03 7.28-04 3.90-04 2.35-04 1.37-04 0.00+00
  80  16 0.00+00 8.55-03 5.58-03 2.93-03 1.81-03 1.18-03 7.37-04 5.67-04 4.76-04 0.00+00
  81  16 4.89+07 3.34-03 2.23-03 1.17-03 7.07-04 4.31-04 2.28-04 1.43-04 9.32-05 7.49-06
  82  16 0.00+00 5.22-03 3.42-03 1.76-03 1.06-03 6.36-04 3.24-04 1.89-04 1.07-04 0.00+00
  83  16 0.00+00 9.17-04 6.58-04 4.26-04 3.13-04 2.28-04 1.40-04 8.99-05 5.45-05 0.00+00
  84  16 0.00+00 1.31-03 7.53-04 3.48-04 2.00-04 1.22-04 7.47-05 5.86-05 5.05-05 0.00+00
  85  16 0.00+00 1.58-03 9.42-04 4.26-04 2.25-04 1.18-04 5.05-05 2.65-05 1.39-05 0.00+00
  86  16 0.00+00 1.18-02 1.05-02 9.61-03 9.29-03 9.17-03 9.19-03 9.28-03 9.38-03 0.00+00
  87  16 0.00+00 5.58-03 3.58-03 2.08-03 1.45-03 1.03-03 6.48-04 4.37-04 2.85-04 0.00+00
  88  16 0.00+00 2.16-03 1.75-03 1.38-03 1.15-03 9.42-04 6.89-04 5.43-04 4.44-04 0.00+00
  89  16 0.00+00 3.58-03 2.58-03 1.84-03 1.54-03 1.35-03 1.22-03 1.20-03 1.22-03 0.00+00
  90  16 0.00+00 2.55-03 1.90-03 1.36-03 1.07-03 8.21-04 5.23-04 3.40-04 2.07-04 0.00+00
  91  16 0.00+00 2.68-03 1.74-03 1.07-03 7.96-04 6.16-04 4.62-04 3.94-04 3.57-04 0.00+00
  92  16 0.00+00 1.65-03 1.28-03 9.63-04 7.73-04 5.94-04 3.76-04 2.42-04 1.46-04 0.00+00
  93  16 0.00+00 1.15-03 9.92-04 8.33-04 7.10-04 5.70-04 3.78-04 2.51-04 1.56-04 0.00+00
  94  16 2.25+11 3.58-02 3.62-02 3.76-02 3.97-02 4.32-02 5.10-02 6.01-02 7.19-02 3.07-02
  95  16 0.00+00 3.56-03 2.96-03 2.45-03 2.09-03 1.70-03 1.14-03 7.68-04 4.83-04 0.00+00
  96  16 0.00+00 1.60-03 1.46-03 1.29-03 1.11-03 9.08-04 6.47-04 5.02-04 4.13-04 0.00+00
  97  16 0.00+00 1.88-03 1.75-03 1.56-03 1.35-03 1.09-03 7.12-04 4.66-04 2.84-04 0.00+00
  98  16 0.00+00 1.70-03 1.62-03 1.52-03 1.42-03 1.31-03 1.19-03 1.14-03 1.13-03 0.00+00
  99  16 0.00+00 1.42-03 1.37-03 1.24-03 1.09-03 8.84-04 5.85-04 3.87-04 2.38-04 0.00+00
 100  16 0.00+00 9.55-04 9.11-04 8.35-04 7.53-04 6.55-04 5.31-04 4.66-04 4.27-04 0.00+00
 101  16 0.00+00 8.03-03 8.08-03 8.30-03 8.72-03 9.51-03 1.14-02 1.33-02 1.54-02 0.00+00
 102  16 0.00+00 1.24-03 1.18-03 1.05-03 9.09-04 7.22-04 4.62-04 2.97-04 1.78-04 0.00+00
 103  16 0.00+00 1.47-03 1.40-03 1.25-03 1.08-03 8.55-04 5.48-04 3.54-04 2.14-04 0.00+00
 104  16 0.00+00 6.60-04 6.31-04 5.60-04 4.77-04 3.75-04 2.38-04 1.53-04 9.22-05 0.00+00
 105  16 0.00+00 6.26-04 6.02-04 5.46-04 4.82-04 4.09-04 3.25-04 2.88-04 2.71-04 0.00+00
 106  16 0.00+00 6.30-04 6.01-04 5.33-04 4.52-04 3.54-04 2.23-04 1.42-04 8.56-05 0.00+00
 107  16 0.00+00 8.03-04 7.83-04 7.38-04 6.91-04 6.41-04 5.99-04 5.95-04 6.06-04 0.00+00
 108  16 0.00+00 4.46-04 4.32-04 4.01-04 3.67-04 3.30-04 2.93-04 2.81-04 2.79-04 0.00+00
 109  16 0.00+00 5.01-04 4.77-04 4.20-04 3.53-04 2.72-04 1.68-04 1.05-04 6.17-05 0.00+00
 110  16 2.43+09 4.14-04 4.16-04 4.27-04 4.49-04 4.87-04 5.74-04 6.74-04 8.04-04 3.29-04
 111  16 4.03+07 6.90-05 6.36-05 5.92-05 5.79-05 5.81-05 6.05-05 6.37-05 6.78-05 5.43-06
 112  16 0.00+00 2.83-05 2.06-05 1.34-05 9.82-06 7.18-06 4.48-06 2.93-06 1.82-06 0.00+00
 113  16 0.00+00 1.49-05 1.28-05 1.05-05 8.82-06 7.07-06 4.72-06 3.16-06 1.97-06 0.00+00
 114  16 2.89+07 9.84-05 7.14-05 4.10-05 2.60-05 1.70-05 1.11-05 9.44-06 9.22-06 3.63-06
 115  16 0.00+00 1.04-05 9.08-06 7.89-06 7.27-06 6.81-06 6.37-06 6.20-06 6.14-06 0.00+00
 116  16 0.00+00 1.20-05 1.12-05 1.06-05 1.05-05 1.06-05 1.13-05 1.23-05 1.35-05 0.00+00
 117  16 0.00+00 4.47-06 3.68-06 2.92-06 2.42-06 1.91-06 1.24-06 8.19-07 5.03-07 0.00+00
 118  16 0.00+00 2.53-05 2.39-05 2.12-05 1.85-05 1.52-05 1.03-05 6.94-06 4.37-06 0.00+00
 119  16 0.00+00 2.54-05 1.88-05 1.21-05 8.65-06 6.11-06 3.65-06 2.31-06 1.39-06 0.00+00
 120  16 0.00+00 8.80-06 8.61-06 8.31-06 7.97-06 7.49-06 6.62-06 5.87-06 5.19-06 0.00+00
 121  16 0.00+00 5.81-06 5.65-06 5.49-06 5.40-06 5.35-06 5.38-06 5.51-06 5.69-06 0.00+00
 122  16 0.00+00 3.62-06 3.41-06 3.05-06 2.66-06 2.16-06 1.43-06 9.49-07 5.85-07 0.00+00
 123  16 0.00+00 6.83-06 6.61-06 6.06-06 5.47-06 4.69-06 3.40-06 2.41-06 1.59-06 0.00+00
 124  16 0.00+00 2.53-06 2.39-06 2.11-06 1.82-06 1.49-06 1.02-06 6.99-07 4.50-07 0.00+00
 125  16 0.00+00 2.65-06 2.58-06 2.44-06 2.33-06 2.24-06 2.19-06 2.21-06 2.26-06 0.00+00
 126  16 0.00+00 3.52-06 3.49-06 3.43-06 3.41-06 3.42-06 3.52-06 3.63-06 3.76-06 0.00+00
 127  16 0.00+00 1.72-06 1.64-06 1.45-06 1.24-06 9.78-07 6.27-07 4.06-07 2.46-07 0.00+00
 128  16 0.00+00 8.51-05 6.92-05 4.64-05 3.42-05 2.66-05 2.07-05 1.78-05 1.57-05 0.00+00
 129  16 0.00+00 4.83-05 3.75-05 2.20-05 1.37-05 8.48-06 4.61-06 2.97-06 1.93-06 0.00+00
 130  16 0.00+00 4.60-05 3.60-05 2.15-05 1.38-05 8.97-06 5.40-06 4.02-06 3.29-06 0.00+00
 131  16 0.00+00 3.09-05 2.51-05 1.59-05 1.07-05 7.08-06 3.97-06 2.46-06 1.48-06 0.00+00
 132  16 2.52+09 2.12-04 1.92-04 1.79-04 1.79-04 1.90-04 2.24-04 2.69-04 3.37-04 2.40-04
 133  16 0.00+00 2.97-05 2.34-05 1.72-05 1.37-05 1.07-05 7.14-06 4.92-06 3.24-06 0.00+00
 134  16 0.00+00 2.71-05 2.28-05 1.87-05 1.64-05 1.45-05 1.24-05 1.12-05 1.04-05 0.00+00
 135  16 0.00+00 2.45-05 2.06-05 1.67-05 1.41-05 1.16-05 8.03-06 5.56-06 3.60-06 0.00+00
 136  16 0.00+00 4.44-04 4.43-04 4.41-04 4.37-04 4.30-04 4.09-04 3.83-04 3.54-04 0.00+00
 137  16 0.00+00 2.42-05 2.34-05 2.14-05 1.90-05 1.59-05 1.14-05 8.17-06 5.59-06 0.00+00
 138  16 0.00+00 2.11-05 2.07-05 1.96-05 1.84-05 1.71-05 1.58-05 1.54-05 1.54-05 0.00+00
 139  16 0.00+00 3.68-05 3.54-05 3.20-05 2.80-05 2.27-05 1.51-05 1.00-05 6.18-06 0.00+00
  18  17 0.00+00 9.11-02 9.67-02 1.24-01 1.33-01 1.19-01 8.75-02 6.73-02 5.33-02 0.00+00
  19  17 0.00+00 4.29-02 4.71-02 6.74-02 7.44-02 6.50-02 4.28-02 2.92-02 2.03-02 0.00+00
  20  17 0.00+00 5.46-02 5.97-02 7.84-02 8.36-02 7.32-02 5.03-02 3.57-02 2.54-02 0.00+00
  21  17 0.00+00 4.12-02 4.75-02 6.43-02 6.80-02 5.89-02 4.04-02 2.91-02 2.16-02 0.00+00
  22  17 0.00+00 4.97-02 5.54-02 7.49-02 8.07-02 7.19-02 5.22-02 4.03-02 3.25-02 0.00+00
  23  17 0.00+00 2.90-02 3.70-02 5.58-02 6.04-02 5.18-02 3.38-02 2.30-02 1.58-02 0.00+00
  24  17 0.00+00 1.86-02 2.27-02 2.55-02 2.38-02 1.96-02 1.38-02 1.04-02 7.96-03 0.00+00
  25  17 0.00+00 9.18-03 1.24-02 1.66-02 1.65-02 1.36-02 8.57-03 5.57-03 3.51-03 0.00+00
  26  17 0.00+00 1.39-02 1.66-02 1.91-02 1.84-02 1.61-02 1.26-02 1.07-02 9.42-03 0.00+00
  27  17 0.00+00 1.48-02 2.04-02 2.85-02 2.94-02 2.46-02 1.58-02 1.04-02 6.72-03 0.00+00
  28  17 9.85+05 2.73-02 2.37-02 1.62-02 1.08-02 6.56-03 3.07-03 1.68-03 9.29-04 1.75-05
  29  17 2.45+06 5.92-03 4.51-03 3.00-03 2.02-03 1.25-03 6.03-04 3.41-04 2.00-04 1.06-05
  30  17 0.00+00 2.26-02 1.91-02 1.30-02 8.36-03 4.93-03 2.26-03 1.23-03 6.59-04 0.00+00
  31  17 0.00+00 5.68-02 4.71-02 3.19-02 2.08-02 1.25-02 5.93-03 3.34-03 1.90-03 0.00+00
  32  17 0.00+00 2.10-02 1.91-02 1.35-02 9.08-03 5.53-03 2.59-03 1.40-03 7.57-04 0.00+00
  33  17 0.00+00 1.60-02 1.57-02 1.17-02 8.03-03 4.95-03 2.35-03 1.28-03 6.97-04 0.00+00
  34  17 1.16+10 6.95-02 7.05-02 7.21-02 7.23-02 7.29-02 7.67-02 8.28-02 9.14-02 1.68-02
  35  17 3.59+09 4.96-02 5.06-02 5.23-02 5.19-02 5.10-02 5.17-02 5.45-02 5.90-02 8.66-03
  36  17 0.00+00 5.59-03 6.21-03 7.81-03 7.05-03 5.23-03 3.11-03 2.04-03 1.33-03 0.00+00
  37  17 1.02+08 4.82-03 6.14-03 8.01-03 7.43-03 5.94-03 4.20-03 3.31-03 2.72-03 2.19-04
  38  17 0.00+00 1.45-01 1.09-01 6.34-02 3.96-02 2.49-02 1.50-02 1.20-02 1.09-02 0.00+00
  39  17 0.00+00 5.42-02 4.28-02 2.57-02 1.58-02 9.31-03 4.49-03 2.63-03 1.61-03 0.00+00
  40  17 3.70+10 1.42-01 1.11-01 6.68-02 4.39-02 3.07-02 2.46-02 2.63-02 3.20-02 2.13-02
  41  17 0.00+00 3.19-03 2.48-03 1.40-03 8.16-04 4.52-04 1.97-04 1.03-04 5.35-05 0.00+00
  42  17 0.00+00 1.38-02 1.08-02 6.17-03 3.64-03 2.06-03 9.76-04 5.95-04 4.06-04 0.00+00
  43  17 2.15+09 7.34-02 5.69-02 3.40-02 2.15-02 1.34-02 7.69-03 5.83-03 5.24-03 2.03-03
  44  17 0.00+00 6.97-02 5.76-02 3.61-02 2.35-02 1.51-02 8.94-03 6.61-03 5.37-03 0.00+00
  45  17 1.89+06 3.73-02 3.06-02 1.86-02 1.16-02 6.85-03 3.25-03 1.80-03 9.82-04 1.06-06
  46  17 4.29+09 7.68-02 6.05-02 3.61-02 2.28-02 1.43-02 8.62-03 7.10-03 7.12-03 3.96-03
  47  17 4.97+09 2.18-02 1.68-02 1.00-02 6.40-03 4.04-03 2.35-03 1.81-03 1.68-03 8.62-04
  48  17 7.41+06 1.00-02 6.51-03 3.52-03 2.13-03 1.26-03 6.28-04 3.93-04 2.70-04 3.46-06
  49  17 1.10+07 8.81-03 5.60-03 2.92-03 1.72-03 9.75-04 4.47-04 2.47-04 1.41-04 5.05-06
  50  17 4.36+08 1.28-02 7.94-03 4.12-03 2.48-03 1.50-03 8.57-04 6.78-04 6.55-04 3.32-04
  51  17 0.00+00 2.45-02 1.68-02 1.03-02 6.96-03 4.58-03 2.52-03 1.56-03 9.42-04 0.00+00
  52  17 0.00+00 2.47-01 2.17-01 1.92-01 1.81-01 1.74-01 1.72-01 1.73-01 1.75-01 0.00+00
  53  17 0.00+00 3.13-02 2.53-02 1.95-02 1.51-02 1.10-02 7.06-03 5.19-03 4.06-03 0.00+00
  54  17 0.00+00 5.65-02 4.21-02 2.88-02 2.10-02 1.51-02 1.01-02 8.03-03 7.00-03 0.00+00
  55  17 0.00+00 2.80-02 2.31-02 1.81-02 1.41-02 1.05-02 7.04-03 5.53-03 4.71-03 0.00+00
  56  17 1.08+09 3.34-03 2.35-03 1.42-03 9.47-04 6.24-04 3.83-04 3.04-04 2.88-04 1.56-04
  57  17 0.00+00 2.25-02 1.76-02 1.29-02 9.46-03 6.48-03 3.64-03 2.27-03 1.41-03 0.00+00
  58  17 0.00+00 2.87-02 2.31-02 1.80-02 1.43-02 1.09-02 7.87-03 6.70-03 6.23-03 0.00+00
  59  17 0.00+00 2.15-02 1.74-02 1.39-02 1.10-02 8.10-03 5.27-03 3.93-03 3.13-03 0.00+00
  60  17 5.88+11 1.97-01 2.03-01 2.14-01 2.24-01 2.44-01 2.94-01 3.58-01 4.45-01 2.31-01
  61  17 0.00+00 1.62-02 1.87-02 1.88-02 1.58-02 1.19-02 7.53-03 5.30-03 3.89-03 0.00+00
  62  17 0.00+00 1.68-02 1.99-02 2.01-02 1.67-02 1.24-02 7.93-03 5.83-03 4.63-03 0.00+00
  63  17 6.47+11 3.50-01 3.60-01 3.80-01 4.02-01 4.40-01 5.35-01 6.51-01 8.10-01 4.23-01
  64  17 0.00+00 2.21-02 2.58-02 2.59-02 2.19-02 1.67-02 1.09-02 7.86-03 5.92-03 0.00+00
  65  17 8.80+10 6.00-02 6.36-02 6.65-02 6.73-02 6.95-02 7.93-02 9.35-02 1.14-01 5.71-02
  66  17 0.00+00 1.24-02 1.45-02 1.43-02 1.17-02 8.41-03 4.75-03 2.86-03 1.64-03 0.00+00
  67  17 0.00+00 1.72-02 2.00-02 2.04-02 1.79-02 1.47-02 1.16-02 1.03-02 9.67-03 0.00+00
  68  17 0.00+00 1.63-03 1.37-03 1.15-03 8.88-04 6.18-04 3.55-04 2.35-04 1.64-04 0.00+00
  69  17 0.00+00 2.26-03 1.82-03 1.45-03 1.09-03 7.33-04 3.90-04 2.29-04 1.31-04 0.00+00
  70  17 0.00+00 1.56-03 1.45-03 1.32-03 1.07-03 7.95-04 5.27-04 4.16-04 3.61-04 0.00+00
  71  17 0.00+00 3.59-03 3.31-03 3.03-03 2.56-03 2.05-03 1.57-03 1.37-03 1.27-03 0.00+00
  72  17 0.00+00 1.05-03 1.24-03 1.26-03 1.02-03 7.37-04 4.42-04 3.00-04 2.13-04 0.00+00
  73  17 0.00+00 1.19-03 1.44-03 1.49-03 1.23-03 9.20-04 6.16-04 4.83-04 4.08-04 0.00+00
  74  17 0.00+00 1.39-03 1.68-03 1.72-03 1.41-03 1.01-03 5.85-04 3.73-04 2.40-04 0.00+00
  75  17 2.57+10 1.20-02 1.25-02 1.33-02 1.38-02 1.48-02 1.77-02 2.14-02 2.65-02 1.40-02
  76  17 0.00+00 2.85-02 1.87-02 9.67-03 5.87-03 3.76-03 2.40-03 1.94-03 1.74-03 0.00+00
  77  17 0.00+00 1.83-02 1.19-02 5.98-03 3.47-03 2.03-03 1.02-03 6.08-04 3.69-04 0.00+00
  78  17 1.26+10 3.55-02 2.37-02 1.27-02 8.08-03 5.58-03 4.20-03 4.05-03 4.41-03 1.98-03
  79  17 6.10+08 2.20-02 1.46-02 7.66-03 4.67-03 2.94-03 1.71-03 1.23-03 9.79-04 1.58-04
  80  17 0.00+00 3.00-02 1.94-02 9.95-03 6.02-03 3.78-03 2.24-03 1.64-03 1.32-03 0.00+00
  81  17 1.38+07 1.06-02 7.06-03 3.71-03 2.25-03 1.37-03 7.06-04 4.16-04 2.38-04 2.13-06
  82  17 1.53+09 2.51-02 1.66-02 8.59-03 5.16-03 3.19-03 1.86-03 1.39-03 1.21-03 3.94-04
  83  17 1.49+09 7.38-03 4.63-03 2.41-03 1.51-03 9.78-04 5.73-04 4.01-04 3.08-04 7.49-05
  84  17 0.00+00 1.35-03 7.77-04 3.51-04 1.90-04 1.03-04 4.69-05 2.58-05 1.41-05 0.00+00
  85  17 0.00+00 7.36-03 4.56-03 2.19-03 1.24-03 7.28-04 4.06-04 2.94-04 2.38-04 0.00+00
  86  17 0.00+00 2.81-03 2.05-03 1.42-03 1.11-03 8.58-04 5.75-04 3.99-04 2.65-04 0.00+00
  87  17 0.00+00 5.03-02 4.05-02 3.34-02 3.09-02 2.96-02 2.91-02 2.92-02 2.94-02 0.00+00
  88  17 0.00+00 7.58-03 5.89-03 4.37-03 3.53-03 2.81-03 1.98-03 1.51-03 1.18-03 0.00+00
  89  17 0.00+00 1.34-02 9.08-03 5.78-03 4.35-03 3.36-03 2.45-03 1.98-03 1.67-03 0.00+00
  90  17 0.00+00 7.82-03 5.76-03 4.13-03 3.31-03 2.64-03 1.90-03 1.49-03 1.22-03 0.00+00
  91  17 0.00+00 4.02-03 3.11-03 2.33-03 1.87-03 1.45-03 9.33-04 6.19-04 3.93-04 0.00+00
  92  17 0.00+00 6.05-03 4.75-03 3.66-03 3.07-03 2.55-03 1.99-03 1.68-03 1.50-03 0.00+00
  93  17 0.00+00 5.18-03 3.96-03 2.99-03 2.47-03 2.00-03 1.44-03 1.11-03 8.61-04 0.00+00
  94  17 2.11+11 3.76-02 3.77-02 3.87-02 4.03-02 4.32-02 5.00-02 5.82-02 6.92-02 2.91-02
  95  17 2.50+11 7.24-02 7.19-02 7.35-02 7.69-02 8.30-02 9.71-02 1.14-01 1.36-01 5.73-02
  96  17 0.00+00 6.66-03 5.41-03 4.35-03 3.64-03 2.90-03 1.99-03 1.47-03 1.14-03 0.00+00
  97  17 0.00+00 6.40-03 5.35-03 4.42-03 3.75-03 3.02-03 2.06-03 1.47-03 1.06-03 0.00+00
  98  17 0.00+00 6.10-03 5.74-03 5.17-03 4.56-03 3.79-03 2.69-03 1.98-03 1.46-03 0.00+00
  99  17 1.91+10 9.01-03 8.94-03 8.82-03 8.74-03 8.76-03 9.20-03 1.01-02 1.14-02 4.38-03
 100  17 0.00+00 3.53-03 3.33-03 2.96-03 2.56-03 2.04-03 1.32-03 8.62-04 5.27-04 0.00+00
 101  17 0.00+00 1.17-02 1.17-02 1.18-02 1.22-02 1.30-02 1.50-02 1.73-02 1.98-02 0.00+00
 102  17 0.00+00 4.18-03 4.01-03 3.69-03 3.34-03 2.92-03 2.38-03 2.09-03 1.92-03 0.00+00
 103  17 0.00+00 1.15-02 1.14-02 1.14-02 1.16-02 1.21-02 1.37-02 1.56-02 1.77-02 0.00+00
 104  17 0.00+00 1.84-03 1.76-03 1.57-03 1.36-03 1.10-03 7.71-04 5.77-04 4.47-04 0.00+00
 105  17 0.00+00 1.90-03 1.82-03 1.64-03 1.43-03 1.19-03 9.00-04 7.53-04 6.71-04 0.00+00
 106  17 0.00+00 6.18-03 6.17-03 6.19-03 6.32-03 6.67-03 7.61-03 8.71-03 9.92-03 0.00+00
 107  17 0.00+00 2.68-03 2.57-03 2.30-03 1.98-03 1.59-03 1.08-03 7.75-04 5.61-04 0.00+00
 108  17 0.00+00 1.47-03 1.41-03 1.24-03 1.05-03 8.10-04 5.03-04 3.19-04 1.91-04 0.00+00
 109  17 0.00+00 1.89-03 1.83-03 1.70-03 1.55-03 1.39-03 1.23-03 1.18-03 1.16-03 0.00+00
 110  17 2.57+09 9.49-04 7.81-04 6.32-04 5.83-04 5.80-04 6.42-04 7.38-04 8.72-04 3.52-04
 111  17 3.43+08 4.05-04 2.92-04 1.83-04 1.33-04 1.02-04 8.07-05 7.61-05 8.08-05 4.66-05
 112  17 2.38+08 8.63-04 6.36-04 4.29-04 3.43-04 2.97-04 2.75-04 2.78-04 2.94-04 5.39-05
 113  17 4.57+08 3.40-04 2.46-04 1.56-04 1.15-04 8.97-05 7.15-05 6.65-05 6.78-05 2.04-05
 114  17 6.69+07 3.13-04 2.21-04 1.26-04 8.04-05 5.30-05 3.48-05 2.92-05 2.78-05 8.47-06
 115  17 0.00+00 2.82-04 2.18-04 1.61-04 1.29-04 1.02-04 7.04-05 5.15-05 3.80-05 0.00+00
 116  17 0.00+00 2.82-04 2.23-04 1.71-04 1.40-04 1.10-04 7.29-05 4.94-05 3.20-05 0.00+00
 117  17 0.00+00 2.75-04 2.30-04 1.89-04 1.64-04 1.39-04 1.09-04 9.30-05 8.26-05 0.00+00
 118  17 0.00+00 7.36-04 6.16-04 5.24-04 4.79-04 4.44-04 4.07-04 3.88-04 3.76-04 0.00+00
 119  17 1.64+06 9.01-05 6.50-05 4.04-05 2.80-05 1.93-05 1.13-05 7.15-06 4.31-06 6.80-08
 120  17 0.00+00 2.41-04 2.18-04 1.92-04 1.67-04 1.39-04 9.89-05 7.35-05 5.51-05 0.00+00
 121  17 0.00+00 3.27-04 3.06-04 2.74-04 2.40-04 1.98-04 1.36-04 9.44-05 6.36-05 0.00+00
 122  17 0.00+00 2.38-04 2.20-04 1.96-04 1.73-04 1.46-04 1.10-04 8.92-05 7.58-05 0.00+00
 123  17 9.78+09 2.52-03 2.56-03 2.62-03 2.74-03 2.95-03 3.45-03 4.04-03 4.81-03 1.97-03
 124  17 0.00+00 5.92-04 5.89-04 5.85-04 5.98-04 6.37-04 7.43-04 8.63-04 9.93-04 0.00+00
 125  17 0.00+00 1.52-04 1.45-04 1.30-04 1.12-04 9.00-05 6.07-05 4.27-05 3.01-05 0.00+00
 126  17 0.00+00 8.55-05 8.15-05 7.14-05 6.06-05 4.83-05 3.25-05 2.31-05 1.66-05 0.00+00
 127  17 0.00+00 9.49-05 9.12-05 8.17-05 7.23-05 6.21-05 5.08-05 4.55-05 4.30-05 0.00+00
 128  17 0.00+00 6.98-05 5.46-05 3.25-05 2.06-05 1.31-05 7.48-06 5.05-06 3.47-06 0.00+00
